Paper Name,DOI,API Name,Chitosan Mass Fraction (%),Alginate Mass Fraction (%),Surfactant Mass Fraction (%),Crosslinker Mass Fraction (%),Total Solid Concentration (mg/mL),Particle Size (nm),Zeta Potential (mV),Encapsulation Efficiency (%),Effective SLogP,Effective TPSA,Effective AMW,Effective NumRotBonds,Effective NumHBD,Effective NumHBA,Effective NumAromaticRings,Effective NumSaturatedRings,Effective NumAliphaticRings,Effective MolMR,Effective FractionCSP3,Effective NumHeteroatoms,Total API Mass Fraction (%),Emulsion_Solvent_Evaporation,Contains_Surfactant,Surfactant_HLB,Surfactant_MW,Crosslinker_Cationic_Valency,Crosslinker_Anic_Valency,Crosslinker_Cationic_Charge_Density,Crosslinker_Anic_Charge_Density,Contains_Crosslinker,Chitosan_DDA_Pct,Chitosan_MW_Grade_Encoded,Stirring_Speed_RPM,Temperature_C,Sonication_Time_min,pH_Standardized
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,10.1016/j.msec.2017.11.022,Curcumin diglutaric acid,0.0341397910644787,0.27311832851583,99.0053940869882,0.232150579238455,7.57534482758621,226,-28.5,67.8,4.762,182.96,596.585,17,3,10,2,0,0,154.0184,0.258064516129032,12,0.455197214193049,1,1,22,12600,2,0,0.0180212650928095,0,1,84.3,1,1000,25,15,4.6
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,10.1016/j.msec.2017.11.022,Curcumin diglutaric acid,0.10234948938977,0.272931971706052,98.937839743444,0.231992175950144,7.58051724137931,390,-19.2,39.2,4.762,182.96,596.585,17,3,10,2,0,0,154.0184,0.258064516129032,12,0.454886619510087,1,1,22,12600,2,0,0.0180212650928095,0,1,84.3,1,1000,25,15,4.6
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,10.1016/j.msec.2017.11.022,Curcumin diglutaric acid,0.0335292934260232,0.268234347408186,97.2349509354673,0.227999195296958,7.71327586206897,316,-28.5,31.2,4.762,182.96,596.585,17,3,10,2,0,0,154.0184,0.258064516129032,12,2.23528622840155,1,1,22,12600,2,0,0.0180212650928095,0,1,84.3,1,1000,25,15,4.6
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,10.1016/j.msec.2017.11.022,Curcumin diglutaric acid,0.1005204726696,0.268054593785601,97.1697902472804,0.227846404717761,7.71844827586207,536,-18.4,28.2,4.762,182.96,596.585,17,3,10,2,0,0,154.0184,0.258064516129032,12,2.23378828154668,1,1,22,12600,2,0,0.0180212650928095,0,1,84.3,1,1000,25,15,4.6
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,10.1016/j.msec.2017.11.022,Curcumin diglutaric acid,0.0502731507859369,0.402185206287495,97.1947581861447,0.341857425344371,5.14431034482759,212,-29.2,66.8,4.762,182.96,596.585,17,3,10,2,0,0,154.0184,0.258064516129032,12,2.01092603143748,1,1,22,12600,2,0,0.0180212650928095,0,1,84.3,1,1000,25,15,4.6
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,10.1016/j.msec.2017.11.022,Curcumin diglutaric acid,0.150667961295075,0.4017812301202,97.0971306123816,0.34151404560217,5.14948275862069,356,-19.7,43.1,4.762,182.96,596.585,17,3,10,2,0,0,154.0184,0.258064516129032,12,2.008906150601,1,1,22,12600,2,0,0.0180212650928095,0,1,84.3,1,1000,25,15,4.6
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,10.1016/j.msec.2017.11.022,Curcumin diglutaric acid,0.0254941618369393,0.203953294695515,98.5774257694988,0.173360300491188,10.1443103448276,326,-28.8,42.2,4.762,182.96,596.585,17,3,10,2,0,0,154.0184,0.258064516129032,12,1.01976647347757,1,1,22,12600,2,0,0.0180212650928095,0,1,84.3,1,1000,25,15,4.6
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,10.1016/j.msec.2017.11.022,Curcumin diglutaric acid,0.0764435082474052,0.203849355326414,98.5271884077667,0.173271952027452,10.1494827586207,552,-17.2,31.6,4.762,182.96,596.585,17,3,10,2,0,0,154.0184,0.258064516129032,12,1.01924677663207,1,1,22,12600,2,0,0.0180212650928095,0,1,84.3,1,1000,25,15,4.6
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,10.1016/j.msec.2017.11.022,Curcumin diglutaric acid,0.101860654624474,0.407442618497895,98.4652994703246,0.346326225723211,5.07793103448276,257,-25.6,75.7,4.762,182.96,596.585,17,3,10,2,0,0,154.0184,0.258064516129032,12,0.679071030829825,1,1,22,12600,2,0,0.0180212650928095,0,1,84.3,1,1000,25,15,4.6
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,10.1016/j.msec.2017.11.022,Curcumin diglutaric acid,0.0991669972233241,0.396667988893296,95.8614306492133,0.337167790559302,5.21586206896552,345,-22.1,55.7,4.762,182.96,596.585,17,3,10,2,0,0,154.0184,0.258064516129032,12,3.3055665741108,1,1,22,12600,2,0,0.0180212650928095,0,1,84.3,1,1000,25,15,4.6
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,10.1016/j.msec.2017.11.022,Curcumin diglutaric acid,0.0513241634161363,0.205296653664545,99.2267159378636,0.174502155614863,10.0779310344828,372,-21.5,58.7,4.762,182.96,596.585,17,3,10,2,0,0,154.0184,0.258064516129032,12,0.342161089440909,1,1,22,12600,2,0,0.0180212650928095,0,1,84.3,1,1000,25,15,4.6
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,10.1016/j.msec.2017.11.022,Curcumin diglutaric acid,0.0506312023222845,0.202524809289138,97.8869911564167,0.172146087895767,10.2158620689655,518,-23.5,28.3,4.762,182.96,596.585,17,3,10,2,0,0,154.0184,0.258064516129032,12,1.68770674407615,1,1,22,12600,2,0,0.0180212650928095,0,1,84.3,1,1000,25,15,4.6
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,10.1016/j.msec.2017.11.022,Curcumin diglutaric acid,0.0676406926406926,0.270562770562771,98.0790043290043,0.229978354978355,7.64689655172414,335,-26.4,75.7,4.762,182.96,596.585,17,3,10,2,0,0,154.0184,0.258064516129032,12,1.35281385281385,1,1,22,12600,2,0,0.0180212650928095,0,1,84.3,1,1000,25,15,4.6
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,10.1016/j.msec.2017.11.022,Curcumin diglutaric acid,0.0676406926406926,0.270562770562771,98.0790043290043,0.229978354978355,7.64689655172414,339,-26.7,78.2,4.762,182.96,596.585,17,3,10,2,0,0,154.0184,0.258064516129032,12,1.35281385281385,1,1,22,12600,2,0,0.0180212650928095,0,1,84.3,1,1000,25,15,4.6
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,10.1016/j.msec.2017.11.022,Curcumin diglutaric acid,0.0676406926406926,0.270562770562771,98.0790043290043,0.229978354978355,7.64689655172414,334,-25.8,77.8,4.762,182.96,596.585,17,3,10,2,0,0,154.0184,0.258064516129032,12,1.35281385281385,1,1,22,12600,2,0,0.0180212650928095,0,1,84.3,1,1000,25,15,4.6
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,10.1016/j.msec.2017.11.022,Curcumin diglutaric acid,0.0804127856329156,0.402063928164578,97.1654493064397,0.341754338939892,5.14586206896552,233,-28.4,76.6,4.762,182.96,596.585,17,3,10,2,0,0,154.0184,0.258064516129032,12,2.01031964082289,1,1,22,12600,2,0,0.0180212650928095,0,1,84.3,1,1000,25,15,4.6
Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells,10.1691/ph.2016.6105,Curcumin diethyl disuccinate (CDD),0.0203665987780041,0.407331975560082,98.438560760353,0.454854039375424,5.07931034482759,279,-27.8,38.71,3.7261,157.8,598.601,17,0,12,1,0,1,151.378,0.354838709677419,12,0.678886625933469,1,1,22,12600,2,0,0.0180212650928095,0,1,85,1,1000,25,15,4.6
Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells,10.1691/ph.2016.6105,Curcumin diethyl disuccinate (CDD),0.0610749185667753,0.407166123778502,98.3984799131379,0.454668838219327,5.08137931034483,434,-19.8,17.08,3.7261,157.8,598.601,17,0,12,1,0,1,151.378,0.354838709677419,12,0.678610206297503,1,1,22,12600,2,0,0.0180212650928095,0,1,85,1,1000,25,15,4.6
Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells,10.1691/ph.2016.6105,Curcumin diethyl disuccinate (CDD),0.00686027898467871,0.137205579693574,99.4740452778413,0.153212897324491,15.0793103448276,308,-17.5,25.42,3.7261,157.8,598.601,17,0,12,1,0,1,151.378,0.354838709677419,12,0.228675966155957,1,1,22,12600,2,0,0.0180212650928095,0,1,85,1,1000,25,15,4.6
Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells,10.1691/ph.2016.6105,Curcumin diethyl disuccinate (CDD),0.02057801353576,0.137186756905067,99.4603987561734,0.153191878543991,15.0813793103448,645,-12.4,13.64,3.7261,157.8,598.601,17,0,12,1,0,1,151.378,0.354838709677419,12,0.228644594841778,1,1,22,12600,2,0,0.0180212650928095,0,1,85,1,1000,25,15,4.6
Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells,10.1691/ph.2016.6105,Curcumin diethyl disuccinate (CDD),0.0102810143934202,0.205620287868403,99.3831391363948,0.22960932145305,10.0620689655172,285,-24.9,24.52,3.7261,157.8,598.601,17,0,12,1,0,1,151.378,0.354838709677419,12,0.171350239890336,1,1,22,12600,2,0,0.0180212650928095,0,1,85,1,1000,25,15,4.6
Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells,10.1691/ph.2016.6105,Curcumin diethyl disuccinate (CDD),0.0308367025286096,0.205578016857397,99.3627081477421,0.229562118824094,10.0641379310345,558,-16.5,19.09,3.7261,157.8,598.601,17,0,12,1,0,1,151.378,0.354838709677419,12,0.171315014047831,1,1,22,12600,2,0,0.0180212650928095,0,1,85,1,1000,25,15,4.6
Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells,10.1691/ph.2016.6105,Curcumin diethyl disuccinate (CDD),0.0102459016393443,0.204918032786885,99.0437158469945,0.228825136612022,10.0965517241379,340,-23.2,39.97,3.7261,157.8,598.601,17,0,12,1,0,1,151.378,0.354838709677419,12,0.512295081967213,1,1,22,12600,2,0,0.0180212650928095,0,1,85,1,1000,25,15,4.6
Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells,10.1691/ph.2016.6105,Curcumin diethyl disuccinate (CDD),0.0307314074984634,0.204876049989756,99.0234241617155,0.228778255821894,10.0986206896552,585,-17.1,16.55,3.7261,157.8,598.601,17,0,12,1,0,1,151.378,0.354838709677419,12,0.512190124974391,1,1,22,12600,2,0,0.0180212650928095,0,1,85,1,1000,25,15,4.6
Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells,10.1691/ph.2016.6105,Curcumin diethyl disuccinate (CDD),0.0408635837362937,0.408635837362937,98.7536606960431,0.456310018388613,5.06310344827586,427,-25.7,35.16,3.7261,157.8,598.601,17,0,12,1,0,1,151.378,0.354838709677419,12,0.340529864469114,1,1,22,12600,2,0,0.0180212650928095,0,1,85,1,1000,25,15,4.6
Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells,10.1691/ph.2016.6105,Curcumin diethyl disuccinate (CDD),0.0137353203763478,0.137353203763478,99.5810727285214,0.15337774420255,15.0631034482759,615,-13.4,23.38,3.7261,157.8,598.601,17,0,12,1,0,1,151.378,0.354838709677419,12,0.114461003136231,1,1,22,12600,2,0,0.0180212650928095,0,1,85,1,1000,25,15,4.6
Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells,10.1691/ph.2016.6105,Curcumin diethyl disuccinate (CDD),0.0405871609280931,0.405871609280931,98.0856389095583,0.453223297030373,5.09758620689655,482,-20.8,40.12,3.7261,157.8,598.601,17,0,12,1,0,1,151.378,0.354838709677419,12,1.01467902320233,1,1,22,12600,2,0,0.0180212650928095,0,1,85,1,1000,25,15,4.6
Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells,10.1691/ph.2016.6105,Curcumin diethyl disuccinate (CDD),0.0137039490213096,0.137039490213096,99.3536304044949,0.153027430737958,15.0975862068966,607,-17.2,37.37,3.7261,157.8,598.601,17,0,12,1,0,1,151.378,0.354838709677419,12,0.342598725532741,1,1,22,12600,2,0,0.0180212650928095,0,1,85,1,1000,25,15,4.6
Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells,10.1691/ph.2016.6105,Curcumin diethyl disuccinate (CDD),0.0205247494270174,0.205247494270174,99.2029555639175,0.229193035268361,10.0803448275862,505,-21,45.11,3.7261,157.8,598.601,17,0,12,1,0,1,151.378,0.354838709677419,12,0.342079157116957,1,1,22,12600,2,0,0.0180212650928095,0,1,85,1,1000,25,15,4.6
Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells,10.1691/ph.2016.6105,Curcumin diethyl disuccinate (CDD),0.0205247494270174,0.205247494270174,99.2029555639175,0.229193035268361,10.0803448275862,529,-20.6,43.44,3.7261,157.8,598.601,17,0,12,1,0,1,151.378,0.354838709677419,12,0.342079157116957,1,1,22,12600,2,0,0.0180212650928095,0,1,85,1,1000,25,15,4.6
Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells,10.1691/ph.2016.6105,Curcumin diethyl disuccinate (CDD),0.0205247494270174,0.205247494270174,99.2029555639175,0.229193035268361,10.0803448275862,519,-22.3,44.31,3.7261,157.8,598.601,17,0,12,1,0,1,151.378,0.354838709677419,12,0.342079157116957,1,1,22,12600,2,0,0.0180212650928095,0,1,85,1,1000,25,15,4.6
Curcumin diethyl disuccinate encapsulated in chitosan/alginate nanoparticles for improvement of its in vitro cytotoxicity against MDA-MB-231 human breast cancer cells,10.1691/ph.2016.6105,Curcumin diethyl disuccinate (CDD),0.0156821745948772,0.313643491897543,98.5363303711448,0.350235232618923,6.59655172413793,324,-25.24,44.24,3.7261,157.8,598.601,17,0,12,1,0,1,151.378,0.354838709677419,12,0.784108729743858,1,1,22,12600,2,0,0.0180212650928095,0,1,85,1,1000,25,15,4.6
QbD Supported Optimization of the Alginate-Chitosan Nanoparticles of Simvastatin in Enhancing the Anti-Proliferative Activity against Tongue Carcinoma,https://doi.org/10.3390/gels8020103,Simvastatin,28.9017341040462,34.6820809248555,35.8381502890173,0,7.86363636363636,109,,66,4.58560000000001,72.83,418.574,6,1,5,0,1,3,115.4548,0.76,5,0.578034682080925,0,1,15,1310,0,0,0,0,0,75,2,,60,,4.8
QbD Supported Optimization of the Alginate-Chitosan Nanoparticles of Simvastatin in Enhancing the Anti-Proliferative Activity against Tongue Carcinoma,https://doi.org/10.3390/gels8020103,Simvastatin,32.9218106995885,41.1522633744856,25.5144032921811,0,11.0454545454545,296,,79,4.58560000000001,72.83,418.574,6,1,5,0,1,3,115.4548,0.76,5,0.411522633744856,0,1,15,1310,0,0,0,0,0,75,2,,60,,4.8
QbD Supported Optimization of the Alginate-Chitosan Nanoparticles of Simvastatin in Enhancing the Anti-Proliferative Activity against Tongue Carcinoma,https://doi.org/10.3390/gels8020103,Simvastatin,49.079754601227,12.2699386503067,38.0368098159509,0,7.40909090909091,110,,41,4.58560000000001,72.83,418.574,6,1,5,0,1,3,115.4548,0.76,5,0.613496932515337,0,1,15,1310,0,0,0,0,0,75,2,,60,,4.8
QbD Supported Optimization of the Alginate-Chitosan Nanoparticles of Simvastatin in Enhancing the Anti-Proliferative Activity against Tongue Carcinoma,https://doi.org/10.3390/gels8020103,Simvastatin,42.9039337797039,27.8517396196566,28.7801309403119,0,9.79210909090909,219,,56,4.58560000000001,72.83,418.574,6,1,5,0,1,3,115.4548,0.76,5,0.464195660327611,0,1,15,1310,0,0,0,0,0,75,2,,60,,4.8
QbD Supported Optimization of the Alginate-Chitosan Nanoparticles of Simvastatin in Enhancing the Anti-Proliferative Activity against Tongue Carcinoma,https://doi.org/10.3390/gels8020103,Simvastatin,10.9289617486339,54.6448087431694,33.879781420765,0,8.31818181818182,309,,87,4.58560000000001,72.83,418.574,6,1,5,0,1,3,115.4548,0.76,5,0.546448087431694,0,1,15,1310,0,0,0,0,0,75,2,,60,,4.8
QbD Supported Optimization of the Alginate-Chitosan Nanoparticles of Simvastatin in Enhancing the Anti-Proliferative Activity against Tongue Carcinoma,https://doi.org/10.3390/gels8020103,Simvastatin,28.9017341040462,34.6820809248555,35.8381502890173,0,7.86363636363636,118,,71,4.58560000000001,72.83,418.574,6,1,5,0,1,3,115.4548,0.76,5,0.578034682080925,0,1,15,1310,0,0,0,0,0,75,2,,60,,4.8
QbD Supported Optimization of the Alginate-Chitosan Nanoparticles of Simvastatin in Enhancing the Anti-Proliferative Activity against Tongue Carcinoma,https://doi.org/10.3390/gels8020103,Simvastatin,28.9017341040462,34.6820809248555,35.8381502890173,0,7.86363636363636,132,,67,4.58560000000001,72.83,418.574,6,1,5,0,1,3,115.4548,0.76,5,0.578034682080925,0,1,15,1310,0,0,0,0,0,75,2,,60,,4.8
QbD Supported Optimization of the Alginate-Chitosan Nanoparticles of Simvastatin in Enhancing the Anti-Proliferative Activity against Tongue Carcinoma,https://doi.org/10.3390/gels8020103,Simvastatin,42.9437198502879,2.94719313834938,53.250212614357,0,5.29233909090909,206,,37,4.58560000000001,72.83,418.574,6,1,5,0,1,3,115.4548,0.76,5,0.858874397005758,0,1,15,1310,0,0,0,0,0,75,2,,60,,4.8
QbD Supported Optimization of the Alginate-Chitosan Nanoparticles of Simvastatin in Enhancing the Anti-Proliferative Activity against Tongue Carcinoma,https://doi.org/10.3390/gels8020103,Simvastatin,28.9017341040462,34.6820809248555,35.8381502890173,0,7.86363636363636,127,,78,4.58560000000001,72.83,418.574,6,1,5,0,1,3,115.4548,0.76,5,0.578034682080925,0,1,15,1310,0,0,0,0,0,75,2,,60,,4.8
QbD Supported Optimization of the Alginate-Chitosan Nanoparticles of Simvastatin in Enhancing the Anti-Proliferative Activity against Tongue Carcinoma,https://doi.org/10.3390/gels8020103,Simvastatin,5.80025365004871,45.9510957804641,47.4827989731462,0,5.93516363636364,307,,60,4.58560000000001,72.83,418.574,6,1,5,0,1,3,115.4548,0.76,5,0.765851596341068,0,1,15,1310,0,0,0,0,0,75,2,,60,,4.8
QbD Supported Optimization of the Alginate-Chitosan Nanoparticles of Simvastatin in Enhancing the Anti-Proliferative Activity against Tongue Carcinoma,https://doi.org/10.3390/gels8020103,Simvastatin,21.7799821055667,50.7772404414193,27.0071778109027,0,10.4349363636364,351,,91,4.58560000000001,72.83,418.574,6,1,5,0,1,3,115.4548,0.76,5,0.435599642111334,0,1,15,1310,0,0,0,0,0,75,2,,60,,4.8
QbD Supported Optimization of the Alginate-Chitosan Nanoparticles of Simvastatin in Enhancing the Anti-Proliferative Activity against Tongue Carcinoma,https://doi.org/10.3390/gels8020103,Simvastatin,19.4174757281553,19.4174757281553,60.1941747572816,0,4.68181818181818,209,,46,4.58560000000001,72.83,418.574,6,1,5,0,1,3,115.4548,0.76,5,0.970873786407767,0,1,15,1310,0,0,0,0,0,75,2,,60,,4.8
QbD Supported Optimization of the Alginate-Chitosan Nanoparticles of Simvastatin in Enhancing the Anti-Proliferative Activity against Tongue Carcinoma,https://doi.org/10.3390/gels8020103,Simvastatin,28.9017341040462,34.6820809248555,35.8381502890173,0,7.86363636363636,128,,70,4.58560000000001,72.83,418.574,6,1,5,0,1,3,115.4548,0.76,5,0.578034682080925,0,1,15,1310,0,0,0,0,0,75,2,,60,,4.8
QbD Supported Optimization of the Alginate-Chitosan Nanoparticles of Simvastatin in Enhancing the Anti-Proliferative Activity against Tongue Carcinoma,https://doi.org/10.3390/gels8020103,Simvastatin,27.8617710583153,38.1209503239741,33.4773218142549,0,8.41818181818182,143.23,36.2,74.72,4.58560000000001,72.83,418.574,6,1,5,0,1,3,115.4548,0.76,5,0.539956803455724,0,1,15,1310,0,0,0,0,0,75,2,,60,,4.8
"Chitosan-sodium alginate nanoparticles as submicroscopic reservoirs for ocular delivery: Formulation, optimisation and in vitro characterisation",10.1016/j.ejpb.2007.09.006,Gatifloxacin,11.6279069767442,23.2558139534884,58.1395348837209,0,8.6,205,27.3,77.67,1.9804,83.8,375.4,4,2,6,2,2,2,99.6260000000001,0.473684210526316,8,6.97674418604651,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Chitosan-sodium alginate nanoparticles as submicroscopic reservoirs for ocular delivery: Formulation, optimisation and in vitro characterisation",10.1016/j.ejpb.2007.09.006,Gatifloxacin,28.3018867924528,18.8679245283019,47.1698113207547,0,10.6,468,47.8,61.31,1.9804,83.8,375.4,4,2,6,2,2,2,99.6260000000001,0.473684210526316,8,5.66037735849057,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Chitosan-sodium alginate nanoparticles as submicroscopic reservoirs for ocular delivery: Formulation, optimisation and in vitro characterisation",10.1016/j.ejpb.2007.09.006,Gatifloxacin,7.93650793650794,47.6190476190476,39.6825396825397,0,12.6,273,17.6,71.82,1.9804,83.8,375.4,4,2,6,2,2,2,99.6260000000001,0.473684210526316,8,4.76190476190476,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Chitosan-sodium alginate nanoparticles as submicroscopic reservoirs for ocular delivery: Formulation, optimisation and in vitro characterisation",10.1016/j.ejpb.2007.09.006,Gatifloxacin,20.5479452054795,41.0958904109589,34.2465753424658,0,14.6,572,38.1,68.51,1.9804,83.8,375.4,4,2,6,2,2,2,99.6260000000001,0.473684210526316,8,4.10958904109589,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Chitosan-sodium alginate nanoparticles as submicroscopic reservoirs for ocular delivery: Formulation, optimisation and in vitro characterisation",10.1016/j.ejpb.2007.09.006,Gatifloxacin,9.9009900990099,39.6039603960396,49.5049504950495,0,10.1,243,21.9,74.53,1.9804,83.8,375.4,4,2,6,2,2,2,99.6260000000001,0.473684210526316,8,0.99009900990099,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Chitosan-sodium alginate nanoparticles as submicroscopic reservoirs for ocular delivery: Formulation, optimisation and in vitro characterisation",10.1016/j.ejpb.2007.09.006,Gatifloxacin,24.7933884297521,33.0578512396694,41.3223140495868,0,12.1,483,42.2,63.29,1.9804,83.8,375.4,4,2,6,2,2,2,99.6260000000001,0.473684210526316,8,0.826446280991736,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Chitosan-sodium alginate nanoparticles as submicroscopic reservoirs for ocular delivery: Formulation, optimisation and in vitro characterisation",10.1016/j.ejpb.2007.09.006,Gatifloxacin,9.09090909090909,36.3636363636364,45.4545454545455,0,11,261,20.5,76.84,1.9804,83.8,375.4,4,2,6,2,2,2,99.6260000000001,0.473684210526316,8,9.09090909090909,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Chitosan-sodium alginate nanoparticles as submicroscopic reservoirs for ocular delivery: Formulation, optimisation and in vitro characterisation",10.1016/j.ejpb.2007.09.006,Gatifloxacin,23.0769230769231,30.7692307692308,38.4615384615385,0,13,528,42.3,67.08,1.9804,83.8,375.4,4,2,6,2,2,2,99.6260000000001,0.473684210526316,8,7.69230769230769,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Chitosan-sodium alginate nanoparticles as submicroscopic reservoirs for ocular delivery: Formulation, optimisation and in vitro characterisation",10.1016/j.ejpb.2007.09.006,Gatifloxacin,21.978021978022,21.978021978022,54.945054945055,0,9.1,338,39.6,62.54,1.9804,83.8,375.4,4,2,6,2,2,2,99.6260000000001,0.473684210526316,8,1.0989010989011,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Chitosan-sodium alginate nanoparticles as submicroscopic reservoirs for ocular delivery: Formulation, optimisation and in vitro characterisation",10.1016/j.ejpb.2007.09.006,Gatifloxacin,15.2671755725191,45.8015267175573,38.1679389312977,0,13.1,389,30.2,66.91,1.9804,83.8,375.4,4,2,6,2,2,2,99.6260000000001,0.473684210526316,8,0.763358778625954,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Chitosan-sodium alginate nanoparticles as submicroscopic reservoirs for ocular delivery: Formulation, optimisation and in vitro characterisation",10.1016/j.ejpb.2007.09.006,Gatifloxacin,20,20,50,0,10,391,37.8,64.43,1.9804,83.8,375.4,4,2,6,2,2,2,99.6260000000001,0.473684210526316,8,10,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Chitosan-sodium alginate nanoparticles as submicroscopic reservoirs for ocular delivery: Formulation, optimisation and in vitro characterisation",10.1016/j.ejpb.2007.09.006,Gatifloxacin,14.2857142857143,42.8571428571429,35.7142857142857,0,14,409,30.8,68.22,1.9804,83.8,375.4,4,2,6,2,2,2,99.6260000000001,0.473684210526316,8,7.14285714285714,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Chitosan-sodium alginate nanoparticles as submicroscopic reservoirs for ocular delivery: Formulation, optimisation and in vitro characterisation",10.1016/j.ejpb.2007.09.006,Gatifloxacin,17.2413793103448,34.4827586206897,43.1034482758621,0,11.6,317,34.7,81.48,1.9804,83.8,375.4,4,2,6,2,2,2,99.6260000000001,0.473684210526316,8,5.17241379310345,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Chitosan-sodium alginate nanoparticles as submicroscopic reservoirs for ocular delivery: Formulation, optimisation and in vitro characterisation",10.1016/j.ejpb.2007.09.006,Gatifloxacin,17.2413793103448,34.4827586206897,43.1034482758621,0,11.6,298,33.1,77.67,1.9804,83.8,375.4,4,2,6,2,2,2,99.6260000000001,0.473684210526316,8,5.17241379310345,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
"Chitosan-sodium alginate nanoparticles as submicroscopic reservoirs for ocular delivery: Formulation, optimisation and in vitro characterisation",10.1016/j.ejpb.2007.09.006,Gatifloxacin,17.2413793103448,34.4827586206897,43.1034482758621,0,11.6,317,35.5,82.56,1.9804,83.8,375.4,4,2,6,2,2,2,99.6260000000001,0.473684210526316,8,5.17241379310345,0,1,22,12600,0,0,0,0,0,80,1,1000,25,,5.5
